gameType,accuracy,score,completionTime,attempts,incorrectAttempts,correctAnswers,completionRate,previousDifficulty,recommendedDifficulty
object_recognition,0.81,184,30.0,5,0,5,1.0,easy,hard
pattern_recognition,0.86,200,17.1,7,0,7,1.0,easy,hard
daily_routine_recall,0.73,127,28.2,10,2,8,0.95,easy,medium
daily_routine_recall,0.89,184,33.2,5,0,5,1.0,medium,hard
daily_routine_recall,0.66,117,35.6,9,1,8,0.84,hard,medium
memory_match,0.58,23,93.9,13,5,8,0.57,easy,easy
pattern_recognition,0.34,13,75.2,14,7,7,0.48,easy,easy
object_recognition,0.72,105,50.3,7,1,6,0.94,hard,medium
object_recognition,0.52,20,91.8,9,3,6,0.47,easy,easy
object_recognition,0.35,14,75.2,13,5,8,0.69,hard,easy
pattern_recognition,0.68,110,43.8,8,1,7,0.9,hard,medium
memory_match,0.43,17,62.4,18,7,11,0.65,easy,easy
memory_match,0.99,200,26.1,7,0,7,1.0,hard,hard
daily_routine_recall,0.83,200,14.7,6,0,6,1.0,hard,hard
daily_routine_recall,0.72,112,43.2,8,2,6,0.82,easy,medium
pattern_recognition,0.85,180,34.0,7,0,7,1.0,hard,hard
object_recognition,0.73,129,26.6,6,1,5,0.89,hard,medium
memory_match,0.72,127,28.7,10,3,7,0.85,hard,medium
daily_routine_recall,0.51,20,86.5,10,3,7,0.42,medium,easy
object_recognition,0.96,200,27.5,5,0,5,1.0,medium,hard
pattern_recognition,0.84,200,19.3,7,0,7,1.0,easy,hard
pattern_recognition,0.7,119,35.1,9,2,7,0.85,hard,medium
object_recognition,0.54,21,109.9,18,7,11,0.73,hard,easy
daily_routine_recall,0.8,189,27.2,6,0,6,1.0,easy,hard
object_recognition,0.94,185,34.6,4,0,4,1.0,hard,hard
object_recognition,0.45,18,81.7,12,4,8,0.55,easy,easy
memory_match,0.41,16,56.1,16,6,10,0.79,medium,easy
daily_routine_recall,0.22,10,72.9,15,5,10,0.64,easy,easy
object_recognition,0.22,10,80.8,16,5,11,0.45,easy,easy
daily_routine_recall,0.94,200,21.2,7,1,6,1.0,medium,hard
pattern_recognition,0.63,99,51.1,6,1,5,0.83,medium,medium
memory_match,0.28,11,109.5,15,4,11,0.83,medium,easy
pattern_recognition,0.31,12,55.7,11,5,6,0.62,hard,easy
pattern_recognition,0.64,105,47.0,7,1,6,0.97,easy,medium
object_recognition,0.99,200,10.8,8,2,6,1.0,easy,hard
daily_routine_recall,0.72,126,29.2,10,3,7,0.96,easy,medium
daily_routine_recall,0.28,11,87.2,16,5,11,0.85,medium,easy
object_recognition,1.0,197,31.4,4,0,4,1.0,easy,hard
daily_routine_recall,0.87,197,25.7,6,1,5,1.0,medium,hard
pattern_recognition,0.67,114,38.9,6,1,5,0.86,hard,medium
object_recognition,0.81,191,26.2,6,0,6,1.0,medium,hard
memory_match,0.82,130,30.2,9,1,8,0.81,medium,hard
memory_match,0.68,122,31.3,10,1,9,0.95,easy,medium
daily_routine_recall,0.71,100,54.7,10,1,9,0.97,easy,medium
memory_match,0.69,116,37.6,7,2,5,0.81,easy,medium
object_recognition,0.88,200,20.4,8,2,6,1.0,hard,hard
pattern_recognition,0.27,10,82.2,9,3,6,0.59,easy,easy
memory_match,0.96,190,32.6,7,1,6,1.0,medium,hard
pattern_recognition,0.95,186,34.9,7,1,6,1.0,easy,hard
object_recognition,0.9,195,28.1,4,0,4,1.0,easy,hard
object_recognition,0.92,200,18.2,5,1,4,1.0,hard,hard
pattern_recognition,0.35,14,71.9,10,4,6,0.56,medium,easy
pattern_recognition,0.97,188,34.1,6,2,4,1.0,easy,hard
daily_routine_recall,0.43,17,98.6,13,7,6,0.5,medium,easy
object_recognition,0.33,13,69.8,14,7,7,0.77,hard,easy
object_recognition,0.84,200,11.4,6,1,5,1.0,medium,hard
memory_match,0.81,123,36.9,7,1,6,0.93,medium,hard
object_recognition,0.31,12,101.3,13,3,10,0.62,medium,easy
pattern_recognition,0.61,116,33.3,10,2,8,0.98,easy,medium
object_recognition,0.46,18,108.1,13,7,6,0.69,hard,easy
pattern_recognition,0.42,16,76.5,15,5,10,0.56,easy,easy
daily_routine_recall,0.43,17,106.9,14,7,7,0.64,hard,easy
object_recognition,0.86,200,15.4,4,0,4,1.0,hard,hard
daily_routine_recall,0.62,123,27.3,6,1,5,0.85,hard,medium
daily_routine_recall,0.86,182,33.0,6,2,4,1.0,medium,hard
memory_match,0.82,200,11.5,5,1,4,1.0,hard,hard
pattern_recognition,0.98,200,13.0,6,0,6,1.0,easy,hard
object_recognition,0.99,200,11.6,5,1,4,1.0,medium,hard
daily_routine_recall,0.65,122,29.5,6,1,5,0.94,easy,medium
daily_routine_recall,0.47,18,79.8,10,4,6,0.66,hard,easy
pattern_recognition,0.66,106,47.0,10,2,8,0.95,easy,medium
pattern_recognition,0.81,176,33.8,8,1,7,1.0,hard,hard
daily_routine_recall,0.69,115,38.5,8,3,5,0.98,hard,medium
daily_routine_recall,0.78,109,49.6,10,2,8,0.95,hard,hard
memory_match,0.33,13,69.2,14,7,7,0.69,hard,easy
object_recognition,0.85,200,21.5,6,0,6,1.0,hard,hard
memory_match,0.83,200,17.3,5,0,5,1.0,hard,hard
daily_routine_recall,0.3,12,56.2,16,5,11,0.57,easy,easy
object_recognition,0.72,118,37.7,10,1,9,0.99,medium,medium
pattern_recognition,0.99,200,22.3,6,0,6,1.0,easy,hard
object_recognition,0.98,200,13.1,5,0,5,1.0,easy,hard
object_recognition,0.96,194,30.9,7,0,7,1.0,medium,hard
object_recognition,0.45,18,106.0,13,7,6,0.55,hard,easy
object_recognition,0.7,116,38.7,7,2,5,0.81,hard,medium
pattern_recognition,0.76,106,51.5,7,2,5,0.9,easy,medium
pattern_recognition,0.93,200,19.7,6,0,6,1.0,medium,hard
daily_routine_recall,0.99,200,23.0,6,0,6,1.0,hard,hard
pattern_recognition,0.87,188,30.2,6,0,6,1.0,hard,hard
daily_routine_recall,0.88,200,24.1,4,0,4,1.0,easy,hard
memory_match,0.82,110,51.0,7,1,6,0.87,hard,hard
object_recognition,0.95,200,27.9,7,0,7,1.0,medium,hard
object_recognition,0.52,20,91.1,17,7,10,0.53,hard,easy
pattern_recognition,0.87,198,25.5,8,2,6,1.0,medium,hard
daily_routine_recall,0.63,115,35.2,10,1,9,0.96,medium,medium
object_recognition,0.95,187,34.1,7,1,6,1.0,medium,hard
pattern_recognition,0.87,200,13.1,7,0,7,1.0,medium,hard
pattern_recognition,0.25,10,57.4,16,7,9,0.67,hard,easy
daily_routine_recall,0.25,10,87.6,10,4,6,0.65,medium,easy
pattern_recognition,0.98,200,24.2,4,0,4,1.0,hard,hard
daily_routine_recall,0.54,21,104.4,18,7,11,0.7,medium,easy
daily_routine_recall,0.83,200,20.9,6,0,6,1.0,easy,hard
object_recognition,0.8,108,51.1,11,2,9,0.98,easy,hard
pattern_recognition,0.99,200,28.0,6,0,6,1.0,medium,hard
pattern_recognition,0.89,200,16.4,4,0,4,1.0,medium,hard
daily_routine_recall,0.46,18,99.9,11,5,6,0.5,easy,easy
memory_match,0.93,189,32.4,7,0,7,1.0,hard,hard
daily_routine_recall,0.94,200,15.0,7,0,7,1.0,easy,hard
daily_routine_recall,0.92,200,17.3,9,2,7,1.0,medium,hard
daily_routine_recall,0.99,200,11.4,5,0,5,1.0,medium,hard
daily_routine_recall,0.53,21,48.3,16,5,11,0.62,easy,easy
memory_match,0.95,200,17.0,7,0,7,1.0,hard,hard
memory_match,0.7,113,41.8,8,1,7,1.0,easy,medium
pattern_recognition,0.27,10,84.7,11,4,7,0.8,easy,easy
daily_routine_recall,0.49,19,83.8,16,7,9,0.6,hard,easy
memory_match,0.8,120,39.9,9,2,7,0.95,easy,hard
daily_routine_recall,0.67,117,35.5,7,1,6,0.97,easy,medium
memory_match,0.71,122,32.8,7,1,6,0.94,medium,medium
pattern_recognition,0.23,10,83.4,14,7,7,0.84,hard,easy
pattern_recognition,0.79,120,38.6,9,2,7,0.91,medium,hard
memory_match,0.62,115,35.4,10,1,9,0.82,easy,medium
daily_routine_recall,0.29,11,102.7,14,5,9,0.54,easy,easy
daily_routine_recall,0.87,192,28.5,6,0,6,1.0,easy,hard
memory_match,0.26,10,49.6,13,3,10,0.78,medium,medium
pattern_recognition,0.73,126,29.7,8,1,7,0.84,medium,medium
memory_match,0.81,196,23.7,8,1,7,1.0,hard,hard
memory_match,0.85,194,26.8,9,2,7,1.0,hard,hard
object_recognition,0.75,114,42.9,10,1,9,0.91,easy,medium
pattern_recognition,0.99,200,17.5,4,0,4,1.0,hard,hard
daily_routine_recall,0.43,17,63.8,13,4,9,0.76,medium,easy
daily_routine_recall,0.77,117,40.7,8,1,7,0.9,hard,medium
daily_routine_recall,0.92,200,21.3,5,0,5,1.0,hard,hard
object_recognition,0.75,112,44.6,7,2,5,1.0,hard,medium
pattern_recognition,0.7,117,37.7,10,1,9,0.84,easy,medium
daily_routine_recall,0.83,200,20.1,5,0,5,1.0,hard,hard
daily_routine_recall,0.86,200,12.6,7,1,6,1.0,hard,hard
daily_routine_recall,0.94,187,33.8,5,0,5,1.0,medium,hard
daily_routine_recall,0.96,200,20.8,8,1,7,1.0,easy,hard
memory_match,0.9,197,27.3,7,0,7,1.0,easy,hard
daily_routine_recall,0.34,13,61.8,13,5,8,0.72,easy,easy
memory_match,0.34,13,98.4,18,7,11,0.57,easy,easy
daily_routine_recall,0.96,200,22.2,6,1,5,1.0,medium,hard
pattern_recognition,0.38,15,53.1,12,4,8,0.49,easy,easy
memory_match,0.74,127,29.1,6,1,5,0.8,medium,medium
memory_match,0.61,115,34.3,9,1,8,0.83,medium,medium
pattern_recognition,0.97,200,27.1,5,0,5,1.0,hard,hard
pattern_recognition,0.39,15,74.7,13,5,8,0.78,hard,easy
daily_routine_recall,0.88,200,11.6,5,0,5,1.0,hard,hard
object_recognition,0.99,191,33.6,4,0,4,1.0,hard,hard
object_recognition,0.74,111,45.6,7,1,6,0.94,easy,medium
pattern_recognition,0.7,119,35.1,11,2,9,0.88,medium,medium
object_recognition,0.64,109,43.0,12,3,9,0.87,hard,medium
pattern_recognition,0.25,10,75.3,16,7,9,0.74,hard,easy
pattern_recognition,0.69,115,38.7,8,2,6,0.84,medium,medium
memory_match,0.4,16,63.1,16,5,11,0.52,hard,easy
pattern_recognition,0.94,200,13.2,5,0,5,1.0,hard,hard
memory_match,0.38,15,96.8,9,3,6,0.62,hard,easy
memory_match,0.37,14,70.5,15,5,10,0.64,easy,easy
memory_match,0.75,110,46.3,10,1,9,0.88,hard,medium
memory_match,0.82,198,23.2,8,1,7,1.0,medium,easy
pattern_recognition,0.75,105,52.0,7,2,5,0.82,medium,medium
pattern_recognition,1.0,200,19.0,5,0,5,1.0,hard,hard
memory_match,0.42,16,108.9,12,3,9,0.54,hard,easy
object_recognition,0.87,200,18.0,5,0,5,1.0,hard,hard
object_recognition,0.57,22,103.3,12,5,7,0.55,easy,easy
object_recognition,0.68,117,36.8,10,1,9,0.81,medium,medium
daily_routine_recall,0.98,200,18.1,5,0,5,1.0,hard,hard
pattern_recognition,0.58,23,91.2,11,4,7,0.58,medium,easy
memory_match,0.4,16,66.1,12,4,8,0.44,medium,easy
object_recognition,0.92,200,16.9,4,0,4,1.0,medium,hard
memory_match,0.27,10,81.2,14,6,8,0.68,medium,easy
pattern_recognition,0.63,110,40.3,8,2,6,0.92,hard,medium
object_recognition,0.51,20,93.7,13,5,8,0.79,easy,easy
pattern_recognition,0.68,100,53.4,6,1,5,0.92,easy,medium
pattern_recognition,0.85,189,29.3,5,0,5,1.0,hard,hard
pattern_recognition,0.72,130,25.9,12,3,9,0.98,easy,medium
pattern_recognition,0.86,200,23.5,6,0,6,1.0,hard,hard
pattern_recognition,0.79,126,32.5,10,1,9,0.9,hard,hard
memory_match,0.69,100,53.2,10,2,8,0.88,hard,medium
memory_match,0.75,103,53.1,9,1,8,0.94,hard,medium
pattern_recognition,0.51,20,62.6,14,6,8,0.54,easy,easy
daily_routine_recall,0.26,10,78.2,13,5,8,0.47,hard,easy
pattern_recognition,0.98,188,34.8,4,0,4,1.0,medium,hard
daily_routine_recall,0.5,20,59.6,15,7,8,0.47,medium,easy
object_recognition,0.81,200,10.2,5,0,5,1.0,hard,hard
pattern_recognition,0.73,129,26.6,8,1,7,0.85,easy,medium
memory_match,0.78,133,25.2,11,3,8,0.94,hard,medium
daily_routine_recall,0.76,105,53.0,10,1,9,0.98,hard,medium
memory_match,0.77,111,46.1,8,1,7,0.93,easy,medium
object_recognition,0.44,17,90.8,13,7,6,0.68,easy,easy
object_recognition,0.27,10,58.7,13,4,9,0.56,easy,easy
pattern_recognition,0.9,200,11.6,8,2,6,1.0,hard,hard
object_recognition,0.26,10,77.6,12,4,8,0.64,hard,easy
daily_routine_recall,1.0,200,28.7,6,0,6,1.0,easy,hard
pattern_recognition,0.22,10,87.9,14,5,9,0.76,easy,hard
memory_match,0.78,107,51.8,10,1,9,0.9,easy,medium
memory_match,0.3,12,84.4,11,3,8,0.47,hard,easy
memory_match,0.95,195,30.1,7,2,5,1.0,medium,hard
object_recognition,0.86,192,27.7,8,1,7,1.0,hard,hard
object_recognition,0.86,179,34.5,4,0,4,1.0,medium,hard
daily_routine_recall,0.87,200,12.1,6,1,5,1.0,hard,hard
pattern_recognition,0.9,200,21.0,7,0,7,1.0,hard,hard
memory_match,0.33,13,68.1,12,4,8,0.73,easy,medium
pattern_recognition,0.81,194,24.8,6,2,4,1.0,medium,hard
daily_routine_recall,0.69,104,49.6,12,3,9,0.95,easy,medium
pattern_recognition,0.85,191,28.4,7,1,6,1.0,easy,hard
memory_match,0.54,21,89.5,11,4,7,0.53,easy,easy
pattern_recognition,1.0,200,18.4,7,0,7,1.0,hard,hard
memory_match,0.72,122,33.4,10,1,9,0.89,easy,medium
daily_routine_recall,0.9,184,33.8,4,0,4,1.0,hard,hard
memory_match,0.43,17,96.9,12,3,9,0.63,hard,easy
object_recognition,0.52,20,109.1,18,7,11,0.49,medium,easy
object_recognition,0.94,189,32.6,6,0,6,1.0,easy,hard
pattern_recognition,0.41,16,62.4,16,7,9,0.71,medium,easy
pattern_recognition,0.32,12,98.0,15,7,8,0.59,easy,easy
object_recognition,0.8,108,52.0,9,1,8,0.89,medium,hard
pattern_recognition,0.54,21,75.4,13,6,7,0.55,easy,easy
memory_match,0.54,21,72.7,16,5,11,0.51,easy,easy
memory_match,0.56,22,82.3,12,6,6,0.44,easy,easy
memory_match,0.39,15,103.6,11,3,8,0.84,medium,easy
object_recognition,0.4,16,48.0,17,6,11,0.74,easy,easy
pattern_recognition,0.78,127,31.4,6,1,5,0.95,easy,hard
object_recognition,0.81,131,28.5,11,2,9,0.85,medium,hard
memory_match,0.45,18,70.5,15,5,10,0.55,hard,easy
daily_routine_recall,0.54,21,93.2,10,4,6,0.51,hard,easy
daily_routine_recall,0.32,12,65.8,10,3,7,0.55,easy,easy
memory_match,0.82,200,22.5,5,0,5,1.0,hard,hard
pattern_recognition,0.28,11,52.0,14,4,10,0.57,medium,easy
daily_routine_recall,0.23,10,97.8,16,5,11,0.63,easy,easy
object_recognition,0.22,10,63.1,15,4,11,0.53,easy,easy
pattern_recognition,0.61,99,50.7,6,1,5,0.9,hard,medium
daily_routine_recall,0.8,133,26.3,8,2,6,1.0,hard,hard
memory_match,0.96,200,26.4,7,1,6,1.0,hard,hard
pattern_recognition,0.83,180,32.8,4,0,4,1.0,hard,hard
daily_routine_recall,0.94,200,11.9,7,0,7,1.0,easy,hard
memory_match,0.55,22,72.7,17,7,10,0.59,easy,easy
memory_match,0.73,118,37.6,8,1,7,0.86,easy,medium
daily_routine_recall,0.75,131,26.0,9,1,8,0.96,hard,medium
object_recognition,0.36,14,90.3,13,3,10,0.51,medium,easy
memory_match,0.5,20,50.5,15,4,11,0.41,medium,easy
pattern_recognition,0.31,12,69.0,15,6,9,0.74,easy,easy
memory_match,0.48,19,71.6,12,5,7,0.67,medium,easy
pattern_recognition,0.56,22,57.5,15,4,11,0.42,medium,easy
daily_routine_recall,0.32,12,63.7,13,6,7,0.8,easy,easy
memory_match,0.95,200,24.4,7,1,6,1.0,medium,hard
memory_match,0.81,110,49.9,10,2,8,0.92,medium,hard
memory_match,0.33,13,75.0,12,5,7,0.71,medium,easy
daily_routine_recall,0.99,190,34.1,6,0,6,1.0,hard,hard
memory_match,0.69,112,41.8,7,2,5,0.86,medium,medium
pattern_recognition,0.93,200,17.8,5,0,5,1.0,hard,hard
pattern_recognition,0.87,200,22.2,7,2,5,1.0,hard,hard
memory_match,0.3,12,56.6,16,7,9,0.85,easy,easy
daily_routine_recall,0.79,114,44.7,9,3,6,0.98,medium,medium
object_recognition,0.65,112,39.8,8,3,5,0.85,medium,medium
daily_routine_recall,0.35,14,108.3,15,5,10,0.41,hard,easy
daily_routine_recall,0.82,124,36.1,8,2,6,0.98,medium,hard
pattern_recognition,0.79,125,33.5,11,2,9,0.87,easy,hard
memory_match,0.66,114,38.6,10,3,7,0.84,easy,medium
memory_match,0.43,17,94.3,13,7,6,0.84,easy,easy
memory_match,0.22,10,83.3,12,5,7,0.41,hard,easy
object_recognition,0.32,12,57.0,15,4,11,0.7,hard,easy
object_recognition,0.55,22,108.2,11,4,7,0.54,medium,easy
object_recognition,0.4,16,54.3,17,7,10,0.73,hard,easy
memory_match,0.91,200,10.6,4,0,4,1.0,hard,hard
memory_match,0.87,188,30.1,5,0,5,1.0,easy,hard
memory_match,0.85,178,34.6,8,2,6,1.0,medium,hard
memory_match,0.88,200,22.2,7,0,7,1.0,easy,hard
object_recognition,0.4,16,93.7,14,5,9,0.67,easy,easy
pattern_recognition,0.27,10,59.3,13,6,7,0.51,medium,easy
daily_routine_recall,0.87,187,30.8,7,0,7,1.0,medium,hard
object_recognition,0.27,10,82.9,14,6,8,0.45,medium,easy
pattern_recognition,0.8,178,32.9,6,0,6,1.0,easy,hard
memory_match,0.74,119,37.7,8,1,7,0.84,hard,medium
daily_routine_recall,0.69,121,32.1,9,3,6,0.95,medium,medium
daily_routine_recall,0.31,12,45.9,14,5,9,0.79,medium,easy
memory_match,0.52,20,64.2,10,3,7,0.48,medium,easy
pattern_recognition,0.75,119,37.2,10,1,9,0.85,hard,medium
object_recognition,0.78,122,36.6,11,3,8,0.84,medium,medium
object_recognition,0.47,18,100.5,13,3,10,0.43,easy,easy
memory_match,0.56,22,82.3,11,4,7,0.67,hard,easy
object_recognition,0.55,22,85.8,12,4,8,0.67,easy,easy
daily_routine_recall,0.68,115,38.9,9,1,8,0.95,medium,medium
daily_routine_recall,0.93,200,14.2,7,0,7,1.0,medium,hard
memory_match,0.3,12,62.2,15,5,10,0.78,easy,easy
object_recognition,0.61,118,31.9,8,3,5,0.96,hard,medium
daily_routine_recall,0.49,19,93.0,14,6,8,0.46,easy,easy
daily_routine_recall,0.24,10,101.0,15,6,9,0.71,hard,easy
memory_match,0.92,200,19.2,4,0,4,1.0,hard,hard
daily_routine_recall,0.26,10,91.1,17,6,11,0.44,hard,easy
memory_match,0.52,20,64.1,12,3,9,0.42,medium,easy
memory_match,0.73,109,46.5,7,1,6,0.89,hard,medium
object_recognition,0.98,200,29.0,6,0,6,1.0,medium,hard
object_recognition,0.31,12,106.7,16,5,11,0.75,hard,easy
pattern_recognition,0.94,200,13.2,8,2,6,1.0,medium,hard
memory_match,0.69,113,40.1,10,2,8,0.85,medium,medium
daily_routine_recall,0.66,124,28.7,7,2,5,0.92,easy,medium
memory_match,0.28,11,87.3,14,4,10,0.61,easy,easy
memory_match,0.6,114,35.2,11,3,8,0.91,medium,medium
pattern_recognition,0.57,22,108.8,13,4,9,0.6,easy,easy
object_recognition,0.22,10,101.8,10,4,6,0.48,easy,easy
daily_routine_recall,0.83,200,10.1,9,2,7,1.0,hard,hard
object_recognition,0.33,13,62.6,18,7,11,0.79,easy,easy
daily_routine_recall,0.7,105,49.8,11,2,9,0.84,easy,medium
pattern_recognition,0.37,14,106.1,11,3,8,0.46,easy,easy
object_recognition,0.52,20,105.9,15,4,11,0.55,hard,easy
object_recognition,0.25,10,67.4,11,5,6,0.52,easy,easy
memory_match,0.8,200,18.5,4,0,4,1.0,hard,hard
memory_match,0.42,16,100.7,10,3,7,0.77,hard,easy
object_recognition,0.42,16,64.5,15,6,9,0.42,easy,easy
object_recognition,0.85,200,14.5,6,0,6,1.0,easy,hard
daily_routine_recall,0.98,200,11.2,5,0,5,1.0,hard,easy
object_recognition,0.69,127,27.0,9,1,8,0.89,medium,medium
pattern_recognition,0.63,113,37.5,12,3,9,0.9,easy,medium
daily_routine_recall,0.95,200,15.3,9,2,7,1.0,hard,hard
pattern_recognition,0.69,116,37.8,8,3,5,0.94,hard,medium
daily_routine_recall,0.36,14,59.5,17,6,11,0.67,medium,easy
memory_match,0.71,111,43.7,10,1,9,0.89,easy,medium
object_recognition,0.7,100,54.7,9,1,8,0.99,medium,medium
memory_match,0.4,16,78.5,18,7,11,0.43,easy,easy
memory_match,0.8,178,32.8,5,0,5,1.0,medium,hard
memory_match,0.87,200,19.7,7,0,7,1.0,easy,hard
daily_routine_recall,0.86,186,30.8,7,0,7,1.0,easy,hard
pattern_recognition,0.9,200,18.1,5,0,5,1.0,medium,hard
object_recognition,0.93,200,15.4,7,0,7,1.0,hard,hard
memory_match,0.65,100,51.5,7,2,5,0.97,hard,medium
memory_match,0.57,22,87.3,11,5,6,0.68,medium,easy
object_recognition,0.63,109,41.3,6,1,5,0.86,easy,medium
object_recognition,0.89,187,32.0,9,2,7,1.0,hard,hard
object_recognition,0.82,200,16.5,6,1,5,1.0,medium,hard
pattern_recognition,0.94,200,10.5,5,1,4,1.0,medium,hard
memory_match,0.84,200,11.3,5,0,5,1.0,medium,hard
object_recognition,0.73,105,50.3,8,1,7,0.87,easy,medium
object_recognition,0.97,200,12.2,8,1,7,1.0,hard,hard
object_recognition,0.88,200,15.8,7,0,7,1.0,medium,hard
daily_routine_recall,0.77,109,48.5,9,1,8,0.97,hard,medium
daily_routine_recall,0.23,10,96.4,14,3,11,0.46,easy,easy
pattern_recognition,0.75,118,38.6,11,3,8,0.89,hard,medium
pattern_recognition,0.71,128,26.9,8,2,6,0.93,easy,medium
pattern_recognition,0.64,120,31.2,10,1,9,0.9,hard,medium
pattern_recognition,0.89,200,17.7,6,1,5,1.0,easy,hard
pattern_recognition,0.88,200,17.8,6,2,4,1.0,medium,hard
pattern_recognition,0.57,22,84.8,16,5,11,0.46,hard,easy
pattern_recognition,0.77,108,49.6,6,1,5,0.91,medium,medium
object_recognition,0.86,200,13.2,7,0,7,1.0,hard,hard
memory_match,0.36,14,58.4,14,4,10,0.7,hard,easy
memory_match,0.23,10,66.7,15,4,11,0.74,easy,easy
pattern_recognition,0.93,200,11.6,6,2,4,1.0,medium,hard
pattern_recognition,0.8,195,24.5,7,1,6,1.0,easy,hard
pattern_recognition,0.61,97,52.2,8,3,5,0.9,easy,medium
memory_match,0.22,10,81.5,17,7,10,0.75,medium,easy
memory_match,0.69,108,45.5,6,1,5,0.94,medium,medium
memory_match,0.68,124,29.5,9,2,7,0.92,medium,medium
memory_match,0.73,110,45.4,8,1,7,0.83,easy,medium
daily_routine_recall,0.72,129,26.7,9,2,7,0.92,medium,medium
memory_match,0.56,22,84.6,13,6,7,0.7,hard,easy
memory_match,0.9,196,28.0,5,1,4,1.0,easy,hard
memory_match,0.75,119,37.1,9,2,7,0.98,hard,medium
memory_match,0.87,200,19.4,5,1,4,1.0,medium,hard
memory_match,0.48,19,57.5,14,5,9,0.48,hard,easy
memory_match,0.96,200,21.7,4,0,4,1.0,hard,hard
memory_match,0.71,101,54.0,8,3,5,0.86,medium,medium
pattern_recognition,0.81,114,45.7,8,1,7,0.83,easy,hard
daily_routine_recall,0.85,200,19.8,4,0,4,1.0,medium,hard
memory_match,0.68,114,40.0,9,3,6,0.98,easy,medium
object_recognition,0.66,110,42.2,7,1,6,0.89,hard,medium
object_recognition,0.89,200,22.5,5,1,4,1.0,hard,hard
pattern_recognition,0.84,187,30.0,6,2,4,1.0,hard,hard
object_recognition,0.99,191,33.7,6,2,4,1.0,medium,hard
daily_routine_recall,0.47,18,51.5,13,5,8,0.63,hard,easy
daily_routine_recall,0.95,200,17.2,4,0,4,1.0,medium,hard
memory_match,0.33,13,101.4,16,6,10,0.55,hard,easy
pattern_recognition,0.87,200,11.3,5,0,5,1.0,easy,hard
daily_routine_recall,0.95,200,12.0,6,0,6,1.0,easy,hard
memory_match,0.2,10,90.2,17,7,10,0.75,medium,easy
memory_match,0.96,200,21.5,4,0,4,1.0,medium,hard
pattern_recognition,0.9,200,16.2,4,0,4,1.0,hard,hard
object_recognition,0.64,123,28.7,6,1,5,0.99,easy,medium
object_recognition,0.97,193,32.0,7,0,7,1.0,hard,hard
daily_routine_recall,0.75,129,27.2,8,3,5,0.83,medium,medium
object_recognition,0.44,17,83.8,10,3,7,0.52,medium,easy
daily_routine_recall,0.69,121,32.3,7,1,6,0.89,easy,medium
daily_routine_recall,0.45,18,107.2,16,7,9,0.66,easy,easy
object_recognition,0.97,200,25.8,7,0,7,1.0,medium,hard
object_recognition,0.67,99,53.4,11,3,8,0.93,medium,medium
daily_routine_recall,0.8,133,26.6,11,2,9,0.86,medium,hard
daily_routine_recall,0.63,115,35.5,11,2,9,0.98,medium,medium
object_recognition,0.77,103,54.4,9,2,7,0.81,medium,medium
memory_match,0.69,111,42.3,10,1,9,0.99,hard,medium
daily_routine_recall,0.32,12,65.1,15,5,10,0.63,medium,easy
memory_match,0.2,10,85.0,16,7,9,0.53,medium,easy
daily_routine_recall,0.74,131,25.1,8,2,6,0.91,medium,medium
pattern_recognition,0.27,10,95.0,13,4,9,0.61,hard,easy
daily_routine_recall,0.7,120,35.0,7,2,5,0.9,hard,medium
object_recognition,0.66,118,34.6,10,1,9,0.92,hard,medium
daily_routine_recall,0.49,19,107.2,14,3,11,0.84,easy,hard
object_recognition,0.32,12,57.1,10,4,6,0.61,easy,easy
pattern_recognition,0.54,21,81.4,9,3,6,0.73,medium,easy
object_recognition,0.71,125,29.9,7,2,5,0.81,medium,medium
object_recognition,0.66,119,33.8,9,3,6,0.89,medium,medium
daily_routine_recall,0.49,19,68.4,13,7,6,0.64,hard,easy
memory_match,0.38,15,87.2,14,7,7,0.68,easy,easy
memory_match,0.63,100,50.3,8,3,5,0.8,easy,medium
daily_routine_recall,0.82,195,24.7,5,0,5,1.0,hard,hard
memory_match,0.81,200,14.2,5,1,4,1.0,easy,medium
object_recognition,0.96,200,10.5,6,0,6,1.0,medium,hard
pattern_recognition,0.28,11,101.6,16,7,9,0.48,easy,easy
daily_routine_recall,0.42,16,56.4,12,3,9,0.62,medium,easy
daily_routine_recall,0.24,10,104.3,15,5,10,0.64,medium,easy
object_recognition,0.54,21,45.2,15,4,11,0.64,medium,easy
object_recognition,0.27,10,104.0,10,3,7,0.62,easy,easy
pattern_recognition,0.51,20,74.3,17,6,11,0.4,easy,easy
pattern_recognition,0.68,124,29.2,8,2,6,0.82,hard,medium
object_recognition,0.95,200,26.9,7,0,7,1.0,medium,hard
object_recognition,0.22,10,101.3,15,5,10,0.68,hard,easy
daily_routine_recall,0.31,12,107.8,15,7,8,0.66,hard,easy
daily_routine_recall,0.58,23,102.3,13,5,8,0.55,hard,easy
memory_match,0.87,194,27.2,6,1,5,1.0,hard,hard
pattern_recognition,0.68,106,47.8,8,2,6,0.84,hard,medium
daily_routine_recall,0.55,22,87.5,15,4,11,0.81,medium,medium
daily_routine_recall,0.98,200,13.4,7,0,7,1.0,medium,hard
object_recognition,0.84,200,16.5,6,0,6,1.0,medium,hard
pattern_recognition,0.46,18,59.9,13,4,9,0.63,easy,easy
pattern_recognition,0.89,186,32.1,5,0,5,1.0,easy,hard
